path,manual_transcript,keyword,source
/home/v2129375/dataset/catslu_test/data/video/audios/87953d9e4379c430c609e9059c73459d_59b8c1583327930c9b000013.wav,我想看欢乐喜剧人,欢乐喜剧人,video
/home/v2129375/dataset/catslu_test/data/video/audios/433854bf25e9ce01c97da11629f8581c_59bf36063327930c4d00000b.wav,我们想看数鸭歌,数鸭歌,video
/home/v2129375/dataset/catslu_test/data/video/audios/a1ee1c1f1dcd79038904739a094de582_59c1bb1f3327930c4900007a.wav,粉红猪小妹全集一百,粉红猪小妹全集,video
/home/v2129375/dataset/catslu_test/data/video/audios/8d24bd54432fa3e6e378409c0a0dce9f_59c08b2b3327930cd3000018.wav,我想看电视剧我的前半生第三集,我的前半生,video
/home/v2129375/dataset/catslu_test/data/video/audios/b2ab1cff552ae38904c87a2c3ff7c84f_59c4a5253327930df50003ce.wav,我想看小花仙,小花仙,video
/home/v2129375/dataset/catslu_test/data/video/audios/1ba5d4c67a33045dfc5bd26d17a3bf31_59ba719c8827ad00a5000301.wav,百家讲坛,百家讲坛,video
/home/v2129375/dataset/catslu_test/data/video/audios/30b3bfec4f6552a245a3874f3257d4b2_59c7714a3327930c3300079e.wav,我想看粉红猪小妹动画片,粉红猪小妹,video
/home/v2129375/dataset/catslu_test/data/video/audios/4648195b3da9366e106647a91aa1e079_59bba7fb33279312d3000026.wav,我想看倚天屠龙记张无忌受伤的,倚天屠龙记,video
/home/v2129375/dataset/catslu_test/data/video/audios/1fdcbeda63d90b64bde69e9f98bf8b93_59afa1493327930926000007.wav,绣春刀,绣春刀,video
/home/v2129375/dataset/catslu_test/data/video/audios/27136067bc9dba17f97c61cc9813911c_59c055203327930c5c000027.wav,播放兔小贝儿歌第五集,兔小贝儿歌,video
/home/v2129375/dataset/catslu_test/data/video/audios/4f086fc226f51a250a84748b6641dba8_59b89be33327930c55000059.wav,播放十万个为什么,十万个为什么,video
/home/v2129375/dataset/catslu_test/data/video/audios/fade36c919559c3816c51acc15fb13e2_59ccfa953327930c83000005.wav,播放电影战狼,战狼,video
/home/v2129375/dataset/catslu_test/data/video/audios/4b37032a11e127d44d5a784bb0393184_59b0dc3b3327930c57000066.wav,我要看粉红猪小妹,粉红猪小妹,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/6552ca1d24cf31e65cd5bb5f2bfa873b_59b653343327930920000003.wav,我想看电影那是说着玩的,那是说着玩的,video
/home/v2129375/dataset/catslu_test/data/video/audios/7d5f954425855516048f9bb8776a1bab_59c0588a3327930dd1000020.wav,播放贝瓦儿歌,贝瓦儿歌,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/d409592104449383bbaa2b5f33b5e1c1_59cf7b4e3327930c440000ab.wav,播放手指运动,手指运动,video
/home/v2129375/dataset/catslu_test/data/video/audios/23e8c2439ac37c6418cd79488a5f463d_59bb12c73327930da7000058.wav,我要看恐龙世界第二集,恐龙世界,video
/home/v2129375/dataset/catslu_test/data/video/audios/dcd125f55c5e1b5ac7dce54f61d73c83_59ce1a213327934099000003.wav,王牌逗王牌,王牌逗王牌,video
/home/v2129375/dataset/catslu_test/data/video/audios/f86adb57bd53e1f340f1d1173de33609_59c5b8173327930c330005a0.wav,粉红猪小妹第二十五集,粉红猪小妹,video
/home/v2129375/dataset/catslu_test/data/video/audios/5acb6ee9d91c0b0eddefa8e3f6c80ea9_59c8d1f53327930c430000b7.wav,播放兔小贝儿歌第五集,兔小贝儿歌,video
/home/v2129375/dataset/catslu_test/data/video/audios/c186956c9f5900b90d682c6dcdb318b1_59c070653327930c8c000009.wav,我要看变形金刚四,变形金刚四,video
/home/v2129375/dataset/catslu_test/data/video/audios/66e6a52bd45977a79f4fc624c01587c9_59cb0ab23327930c4b000028.wav,播放樱桃小丸子,樱桃小丸子,video
/home/v2129375/dataset/catslu_test/data/video/audios/b469b0a66d7632ecb29d9ce11faa18b1_59b23bd93327930c5f0000b2.wav,嗯熊出没有没有啊,熊出没,video
/home/v2129375/dataset/catslu_test/data/video/audios/b469b0a66d7632ecb29d9ce11faa18b1_59b23bce3327930c5f0000b1.wav,小乐动画片熊出没,熊出没,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/eaa5ec7b9290de6bb54c37028cfbc538_59c5c55e3327930c2d00001e.wav,芭比,芭比,video
/home/v2129375/dataset/catslu_test/data/video/audios/77087e2e2ff7a69d58d6a884beb8ab41_59ac92373327930c41000048.wav,春日对对碰,春日对对碰,video
/home/v2129375/dataset/catslu_test/data/video/audios/cae9127205a311037697d2dd4259101c_59cc504833279312c100006f.wav,蜘蛛,蜘蛛,video
/home/v2129375/dataset/catslu_test/data/video/audios/cf420c88fe3b2a6c312862aed86b383e_59bce4d2332793091d00001b.wav,我想播放人民的名义第五集,人民的名义,video
/home/v2129375/dataset/catslu_test/data/video/audios/b20c22612559f51b3a86c8354228773a_59c46fc3332793091b000009.wav,播放电视剧西游记,西游记,video
/home/v2129375/dataset/catslu_test/data/video/audios/9e791c24d8ec1c837c4381b8ed152485_59b76365332793090a000012.wav,我想看那年花开月正圆,那年花开月正圆,video
/home/v2129375/dataset/catslu_test/data/video/audios/b4651f8b0e677e0c2d6c0f2df28fc8aa_59ba1c6b3327930c4b0005a0.wav,播放聪明的一休第八集,聪明的一休,video
/home/v2129375/dataset/catslu_test/data/video/audios/1c7beedc9daec828e509f231c83df05b_59ae90863327930c2e000187.wav,我要看熊出没,熊出没,video
/home/v2129375/dataset/catslu_test/data/video/audios/b4651f8b0e677e0c2d6c0f2df28fc8aa_59ba1c943327930c4b0005ac.wav,聪明的一休第十,聪明的一休,video
/home/v2129375/dataset/catslu_test/data/video/audios/2ebf1d8a0d5b36ee7885aa18e44e068f_59c8fc7e3327930cd900002a.wav,我想看熊出没,熊出没,video
/home/v2129375/dataset/catslu_test/data/video/audios/a894fa8862c1cb9abd618d3b1ba9a5db_59bb5a2b3327930914000003.wav,播放人民的名义第五集,人民的名义,video
/home/v2129375/dataset/catslu_test/data/video/audios/5ec11dfe61ebc5454085dfab018c994b_59bbc0d93327930cd400001f.wav,打开三生三世十里桃花第八集,三生三世十里桃花,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/4cc1d3451629b6e17a9061ce7cbbcfbc_59c2f2b13327930c3e000018.wav,兔小贝儿歌第二集,兔小贝儿歌,video
/home/v2129375/dataset/catslu_test/data/video/audios/2655de6a046c89b4f96ad725361e24e0_59b0aee33327930c450000e7.wav,你能给我们看蜘蛛侠的动画片吗,蜘蛛侠,video
/home/v2129375/dataset/catslu_test/data/video/audios/a4a067df47db90294251d1827921e447_59aaacf6332793091e000039.wav,播放三生三世十里桃花第一集,三生三世十里桃花,video
/home/v2129375/dataset/catslu_test/data/video/audios/68f00a5e5bb2346a48eb24d14622f838_59c6fbb53327930916000011.wav,我要看变形金刚四,变形金刚四,video
/home/v2129375/dataset/catslu_test/data/video/audios/dce5427e582a8934e923dfd7e9b27eea_59bfe46e3327930c4300001d.wav,我们想看数鸭歌,数鸭歌,video
/home/v2129375/dataset/catslu_test/data/video/audios/46865f1204367db3c3005e06c06778f7_59cde9c6332793091900000d.wav,播放人民的名义第五集,人民的名义,video
/home/v2129375/dataset/catslu_test/data/video/audios/4fe1efbcd7dda4bc9a272c8d86150d73_59a8ac613327930c4e00000d.wav,播放粉红猪小妹,粉红猪小妹,video
/home/v2129375/dataset/catslu_test/data/video/audios/2ad41ce93c403ea6b30372d9a5ec5be1_59c61eba3327930dc90005cb.wav,看汪汪队,汪汪队,video
/home/v2129375/dataset/catslu_test/data/video/audios/026bddbe7ed54fe8c9794bf8ae224901_59c3286c3327930c2e000011.wav,给我放超级飞侠,超级飞侠,video
/home/v2129375/dataset/catslu_test/data/video/audios/cc34faa21c271f08089d985686f56285_59bb5f203327930c4300014e.wav,我想看大头儿子和小头爸爸,大头儿子和小头爸爸,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/8e41dfc06ed41becea4350f41ead1bbf_59c883053327930c4c00004a.wav,播放贝瓦儿歌吧,贝瓦儿歌,video
/home/v2129375/dataset/catslu_test/data/video/audios/250ca50373410e43e4184d94b8a63289_59c891a13327930c2f00009a.wav,我要看粉红猪小妹,粉红猪小妹,video
/home/v2129375/dataset/catslu_test/data/video/audios/33cc843cc568578c39aa1221243da287_59bf5cfe3327930c8400002f.wav,我要看人民的名义,人民的名义,video
/home/v2129375/dataset/catslu_test/data/video/audios/5b9dce2f538444169bb4841a1c080e4f_59c8eeed3327930c3000000d.wav,播放动画片小猪佩奇,小猪佩奇,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/b008fb53e523a26d5d0aa8325557a1d7_59c37b323327930c5200000e.wav,我想看超级飞侠第二季第一集,超级飞侠,video
/home/v2129375/dataset/catslu_test/data/video/audios/21552cea7eae33fb8da56dc1914c99aa_59aa2a633327931007000029.wav,播放小猪佩奇第一季,小猪佩奇,video
/home/v2129375/dataset/catslu_test/data/video/audios/26b0473342aff0cb58408d5f5a092aca_59aa93cf3327930c42000032.wav,世上只有妈妈好,世上只有妈妈好,video
/home/v2129375/dataset/catslu_test/data/video/audios/092bacafb60f5836867a78a1c73c2b96_59b737b13327930c45000008.wav,小乐播放数鸭子,数鸭子,video
/home/v2129375/dataset/catslu_test/data/video/audios/906a24ba5626b6e10cec2e201108af14_59bf37363327930c2e0000c7.wav,我想看猫和老鼠,猫和老鼠,video
/home/v2129375/dataset/catslu_test/data/video/audios/43e7b6ec81df552906bb776408955824_59a942963327930c6d000014.wav,我要看战狼,战狼,video
/home/v2129375/dataset/catslu_test/data/video/audios/bb58523a060eb48d84e93db372fe21ca_59cf80303327930c4800014f.wav,我想看生日快乐,生日快乐,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/9ab12c09976a93016aa239a1713eb0c6_59b409af8827ad007c000009.wav,杨洋的三生三世十里桃花,三生三世十里桃花,video
/home/v2129375/dataset/catslu_test/data/video/audios/b4651f8b0e677e0c2d6c0f2df28fc8aa_59ba1c883327930c4b0005a9.wav,聪明的一休第十集,聪明的一休,video
/home/v2129375/dataset/catslu_test/data/video/audios/2859a66351eda0423ee39b5c29f61f2d_59c46ccb3327930d9c0000cb.wav,我想看灵魂摆渡,灵魂摆渡,video
/home/v2129375/dataset/catslu_test/data/video/audios/68fd1622181326a3fc81875b6bbae241_59af79403327930c4200003a.wav,我想看海底小纵队分身鱼是孩子学习知识的智能帮手小鱼小鱼,海底小纵队,video
/home/v2129375/dataset/catslu_test/data/video/audios/de8ce400af9ae13566735f5e45d32211_59b1fb883327930c44000034.wav,播放小星星,小星星,video
/home/v2129375/dataset/catslu_test/data/video/audios/0a0eb4caaa5240a30488febdefad2f66_59ad2a093327930257000027.wav,播放动画片汪汪队立大功,汪汪队立大功,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/98c97f2cb20d588743bd6ee48bcfea9f_59ae5e268827ad007c000059.wav,我要红色,红色,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/6ac82795e6bc9c9b80dd466f7860ac85_59c4a67133279312c2000002.wav,我想看灵魂摆渡,灵魂摆渡,video
/home/v2129375/dataset/catslu_test/data/video/audios/3495238fdb2d28f35dccf8bbe8199497_59c0b7fe33279312ec00010c.wav,有没有醉玲珑,醉玲珑,video
/home/v2129375/dataset/catslu_test/data/video/audios/540b0098c139a005a24035ab5d89782e_59b9d54b3327930c3600004b.wav,看小毛驴,小毛驴,video
/home/v2129375/dataset/catslu_test/data/video/audios/3c5f0055850e55111d7e1cbe8fcdaab3_59c1e84f33279302a600005a.wav,播放艾利之书,艾利之书,video
/home/v2129375/dataset/catslu_test/data/video/audios/f32a2318bdcb0fd744d9c86eaec0a329_59bf3a353327930c4d0000ed.wav,葫芦娃呢,葫芦娃,video
/home/v2129375/dataset/catslu_test/data/video/audios/9d785baea7ec430228d7632f52ee8864_59c9fc21627fb70f240046cb.wav,我想看后天,后天,video
/home/v2129375/dataset/catslu_test/data/video/audios/1f5b8e1eed3229deff4742ea207e7923_59b089b8332793091e000021.wav,播放轩辕剑之汉之云,轩辕剑之汉之云,video
/home/v2129375/dataset/catslu_test/data/video/audios/c73ba9e7d6984faeeb49c2b49d0266f9_59a93b5a8b687900340000ea.wav,播放没有共产党就没有新中国,没有共产党就没有新中国,video
/home/v2129375/dataset/catslu_test/data/video/audios/0d84011f6d16f63085ee6052827db268_59c316c43327930daa00002d.wav,你有葫芦娃的动画片吗,葫芦娃,video
/home/v2129375/dataset/catslu_test/data/video/audios/1780955c07f3cc715fb88029869c2b22_59c4ec703327930c2c000028.wav,我想看大头儿子小头爸爸,大头儿子小头爸爸,video
/home/v2129375/dataset/catslu_test/data/video/audios/4453f1c5f6688321b838723772341176_59acef443327931a7700003d.wav,小乐我想看跳舞,跳舞,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/25a8b139ec0155ec1a490d32660ecc39_59c121e33327930258000025.wav,世上只有妈妈好,世上只有妈妈好,video
/home/v2129375/dataset/catslu_test/data/video/audios/7a50a3570d61cb16b45f8c307fcb96c9_59b01a328827ad007d00009d.wav,播放我爱你,我爱你,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/117c45a7e181b650350cecc7d662dcff_59a938a93327930c1c000015.wav,我要看超级飞侠,超级飞侠,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/2bb95f2b8306ab75e5e197c12d936543_59cccefc332793026e000038.wav,钱塘老娘舅,钱塘老娘舅,video
/home/v2129375/dataset/catslu_test/data/video/audios/64c93cb7f55151ac1f1e86a4f4c2d2f7_59b770b63327930c4b0003b2.wav,播放聪明的一休第一集,聪明的一休,video
/home/v2129375/dataset/catslu_test/data/video/audios/adccf6dab031c990812d9296d47609ee_59b61e4d8b68790037000095.wav,葫芦娃,葫芦娃,video
/home/v2129375/dataset/catslu_test/data/video/audios/6a0709379824adda47a402e94edf8d90_59cdf1fd3327930c4500000f.wav,播放采蘑菇的小姑娘,采蘑菇的小姑娘,video
/home/v2129375/dataset/catslu_test/data/video/audios/e33082eae40b1e8ba744ad36571700e6_59c729a53327930c3400008b.wav,我要看苹果,苹果,video
/home/v2129375/dataset/catslu_test/data/video/audios/3eb1265a66f795a0bc59b196e88b03e9_59b78d553327930c410000af.wav,我想看星际宝贝,星际宝贝,video
/home/v2129375/dataset/catslu_test/data/video/audios/c9fa78997eb5bbb57e7128e5ab09182c_59c359863327930c440000c9.wav,动画片猫跟老鼠,猫跟老鼠,video
/home/v2129375/dataset/catslu_test/data/video/audios/b5d965c38bb5063764b7c7c84c2bf8bd_59cf3ca2332793029e000021.wav,播放艾利之书,艾利之书,video
/home/v2129375/dataset/catslu_test/data/video/audios/1fd1bcb2cd5ae90d26b07ecaeb4e42e1_59b875e33327930c2f00000c.wav,我要看海底小纵队,海底小纵队,video
/home/v2129375/dataset/catslu_test/data/video/audios/70e0430de4c787ff72775cc15f4b3fa3_59b91b493327930c2e00005d.wav,小乐我想看亲子游戏,亲子游戏,video
/home/v2129375/dataset/catslu_test/data/video/audios/02657c0519953118c3f118c7e6da63bf_59cb0c9b3327930c4b000052.wav,播放小老鼠上灯台,小老鼠上灯台,video
/home/v2129375/dataset/catslu_test/data/video/audios/e42981f9db269128f1e8b44231af706f_59b08b2a332793091e00004d.wav,我要看人再囧途,人再囧途,video
/home/v2129375/dataset/catslu_test/data/video/audios/cf9de39efa7c6e3b9ef443f5d549301a_59b8eecc3327930c4f0002c2.wav,我想看采蘑菇的小姑娘,采蘑菇的小姑娘,video
/home/v2129375/dataset/catslu_test/data/video/audios/5b6e415612309f18b635bbc332a355f4_59af70ae8827ad00a500001d.wav,张博士,张博士,video
/home/v2129375/dataset/catslu_test/data/video/audios/2bd301eab52f7072b762c428ce25ca04_59adf8033327930c3c000027.wav,我要看小猪佩奇,小猪佩奇,video
/home/v2129375/dataset/catslu_test/data/video/audios/2e7a89117fc45f913ad2723a0492d1d0_59cf0e113327930991000007.wav,狄仁杰,狄仁杰,video
/home/v2129375/dataset/catslu_test/data/video/audios/7d15243530616b7ddefcb35887155e13_59b79d343327930c3b00004b.wav,我要看幻影忍者,幻影忍者,video
/home/v2129375/dataset/catslu_test/data/video/audios/e8096bcc108aecbb524ce951aceea4d0_59cf168a332793091600000d.wav,播放人民的名义第五集,人民的名义,video
/home/v2129375/dataset/catslu_test/data/video/audios/9ac998b644aca66cbd68e0ab8e2c03a3_59aa8040332793091c00000b.wav,我想看老农民,老农民,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/6063d1f8a2d4fbdea5dec6ac6d69be2f_59b10c5c332793091b000005.wav,请给我播放电视剧美女与野兽,美女与野兽,video
/home/v2129375/dataset/catslu_test/data/video/audios/3aa76cac84b02acb4479b8ae9f30692b_59c0efd48827ad007c000013.wav,粉红猪小妹,粉红猪小妹,video
/home/v2129375/dataset/catslu_test/data/video/audios/8876f15564e0021e45613ab75b517b5f_59b7391b3327930e1600000b.wav,我想看猪猪侠,猪猪侠,video
/home/v2129375/dataset/catslu_test/data/video/audios/d35ab9dda66acc3f97e4c785d0b5cff7_59c4a2983327930296000008.wav,播放在人间,在人间,video
/home/v2129375/dataset/catslu_test/data/video/audios/b03e21925fa8c313d5bcf99cac6ab044_59bd21b23327930c57000082.wav,我想看小猪佩奇,小猪佩奇,video
/home/v2129375/dataset/catslu_test/data/video/audios/cc3398e456f9af0a8dbc67474beb1ed7_59c302633327930e01000519.wav,播放大头儿子小头爸爸,大头儿子小头爸爸,video
/home/v2129375/dataset/catslu_test/data/video/audios/26b0473342aff0cb58408d5f5a092aca_59aa93d63327930c42000033.wav,世上只有妈妈好,世上只有妈妈好,video
/home/v2129375/dataset/catslu_test/data/video/audios/1a88c96542d7a4f2b7492003beeb97f1_59b8e6783327930c3400000b.wav,我要看粉红猪小妹,粉红猪小妹,video
/home/v2129375/dataset/catslu_test/data/video/audios/c3dc96741868e263a5ad4400678b16f9_59bce76e3327930e01000397.wav,我要看小猪佩奇,小猪佩奇,video
/home/v2129375/dataset/catslu_test/data/video/audios/6f3fa20aade9baf1c5e854e9a2fb3e2a_59c6516f8827ad008000000c.wav,相依为命,相依为命,video
/home/v2129375/dataset/catslu_test/data/video/audios/78e40fb9085d3a56eb80d481a942d6b2_59c76aab332793091b000013.wav,请播放三生三世十里桃花第五集,三生三世十里桃花,video
/home/v2129375/dataset/catslu_test/data/video/audios/a03ce0b2e665473728cb9968977bd6fe_59bfaad13327930c4d000005.wav,播放超级飞侠,超级飞侠,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/9d9f71c8b241f85b25b4c0690461a1ec_59b602ea332793091e000005.wav,播放电视剧十面埋伏,十面埋伏,video
/home/v2129375/dataset/catslu_test/data/video/audios/834e1492333c685319bcc532e311aa57_59c4d1a3627fb70f240036be.wav,我想看后天,后天,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/ddfbbee7263c8af397237c495e2df18d_59b9e3683327930c370000d0.wav,播放魔幻陀螺刚刚我触发到了一个但是有点奇怪我触发到了在我语音的话它又又说没有小乐播放小毛驴,魔幻陀螺,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/1027ee8d40f5cdbad048939fa7fde1dc_59abe71b3327930c2a00004d.wav,放冰雪奇缘,冰雪奇缘,video
/home/v2129375/dataset/catslu_test/data/video/audios/120791b850734ffffc4c039a2bda0664_59c1b9833327930c49000059.wav,白雪公主,白雪公主,video
/home/v2129375/dataset/catslu_test/data/video/audios/dc10f5c8a16ecd830f44b9c042322542_59c25b2f3327930c4e000020.wav,播放海绵宝宝中文版,海绵宝宝,video
/home/v2129375/dataset/catslu_test/data/video/audios/e82a3bfae4b4fa0572efbcf044dff638_59ab96663327930c9500000f.wav,播放亮剑第六集,亮剑,video
/home/v2129375/dataset/catslu_test/data/video/audios/81476c038898a1cb69b8f80d2e9152cd_59b1e0863327930c40000010.wav,播放熊出没,熊出没,video
/home/v2129375/dataset/catslu_test/data/video/audios/5dabb744a83e75cff778c4183a593157_59b77aa63327930916000027.wav,楚乔传第八集,楚乔传,video
/home/v2129375/dataset/catslu_test/data/video/audios/1e07f4d488221539282a67ec6210ca90_59cf97203327930c3f00003f.wav,放一个超级飞侠,超级飞侠,video
/home/v2129375/dataset/catslu_test/data/video/audios/e9ee700d4a4200a0bfbb4c10a775e7fc_59b4b36f33279302a000004f.wav,放艾利之书,艾利之书,video
/home/v2129375/dataset/catslu_test/data/video/audios/1427044a67bc452d32a0abbff02155c9_59c1ad373327930c4400001d.wav,放粉红猪小妹一百二十集,粉红猪小妹,video
/home/v2129375/dataset/catslu_test/data/video/audios/d1bf8c53908aaeb11daef422ac2c406a_59c9f0f93327930c44000018.wav,我们要看小猪佩奇动画片,小猪佩奇,video
/home/v2129375/dataset/catslu_test/data/video/audios/fbcd7b13e66baa6f51ab44982d85caf0_59bbcd6f3327931428000040.wav,我要看奥特曼,奥特曼,video
/home/v2129375/dataset/catslu_test/data/video/audios/0d84011f6d16f63085ee6052827db268_59c316e33327930daa000030.wav,奥特曼,奥特曼,video
/home/v2129375/dataset/catslu_test/data/video/audios/00620e32ae66a14ec60a0a28d9ce1cf1_59c6f90b8827ad007c000014.wav,放麻辣变形计,麻辣变形计,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/58ed6d8f4afee7f5520c8426807b2d8f_59c474ad3327930dba0003e0.wav,两只老虎,两只老虎,video
/home/v2129375/dataset/catslu_test/data/video/audios/1b45f5e27c05d1403edf9b2d5329360c_59c9c98c3327930c4700002c.wav,我想看小伴龙儿歌,小伴龙儿歌,video
/home/v2129375/dataset/catslu_test/data/video/audios/ac52af2c03c689a0f83cf63aeaf99220_59c709603327930c41000134.wav,我想看海底小纵队,海底小纵队,video
/home/v2129375/dataset/catslu_test/data/video/audios/9002623d97f0690dd4ee9f8862c4a7ce_59cb7f863327930c600000b3.wav,只有妈妈好,只有妈妈好,video
/home/v2129375/dataset/catslu_test/data/video/audios/c46b28e6ad0ee0736ab7bf65b8516780_59c249803327930c68000010.wav,我想看猫和老鼠,猫和老鼠,video
/home/v2129375/dataset/catslu_test/data/video/audios/463afcbe1ae68990c2b8aefb6682865a_59c615d03327930c31000014.wav,小乐我想看芭比娃娃,芭比娃娃,video
/home/v2129375/dataset/catslu_test/data/video/audios/02c1f2efa570963d2c5088cb48462bee_59ac00248827ad007c00000e.wav,我要红灯,红灯,video
/home/v2129375/dataset/catslu_test/data/video/audios/3a95541d3680ca0a75bfb1cfe97d4f58_59bad37b3327930906000004.wav,放电影,电影,video
/home/v2129375/dataset/catslu_test/data/video/audios/a0aebab510be9e3e85fc33424f16465f_59bb91ca332793094b00000d.wav,我想看电视剧那年花开正月圆,那年花开正月圆,video
/home/v2129375/dataset/catslu_test/data/video/audios/938974068cf81adeb78b4da8e8360ec3_59b62ea33327930c3f000028.wav,我想看那个羊羊运动会,羊羊运动会,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/759beb9f38eaa46e4e606718f5bd1b8e_59b0b9b43327930c3500000e.wav,看宝宝巴士,宝宝巴士,video
/home/v2129375/dataset/catslu_test/data/video/audios/a1ee1c1f1dcd79038904739a094de582_59c1bb093327930c49000078.wav,粉红猪小妹全集,粉红猪小妹全集,video
/home/v2129375/dataset/catslu_traindev/data/video/audios/0762a49462351ef79d9aa5c1569ae35c_59c5c5dc3327930912000005.wav,我想看三生三世十里桃花第八集,三生三世十里桃花,video
/home/v2129375/dataset/catslu_test/data/video/audios/f0d565831b7878147f6c481465f8e5ed_59b9e3f43327930c430003f4.wav,放超级飞侠,超级飞侠,video
/home/v2129375/dataset/catslu_test/data/video/audios/dbda81a6789043cd9d9a987ac212354a_59bf2be033279307a8000083.wav,摔跤吧爸爸,摔跤吧爸爸,video
/home/v2129375/dataset/catslu_test/data/video/audios/331bc811a353e7dc2bfd4ac79727eb4a_59b8adf6332793091d000067.wav,我要看那年花开月正圆,那年花开月正圆,video
/home/v2129375/dataset/catslu_test/data/video/audios/2034f83b4f144063fa0d85c3d46026cc_59c9ff2e627fb70f24004729.wav,我想看后天,后天,video
/home/v2129375/dataset/catslu_test/data/video/audios/89f59cdaff99c9a5e132ba1b047405f5_59cda7d9332793101f000003.wav,我要看一个人的武林,一个人的武林,video
/home/v2129375/dataset/catslu_test/data/video/audios/068b6bdfcf22c82c4b2914e955a2e830_59b507b48827ad00a500000a.wav,白雪公主,白雪公主,video
/home/v2129375/dataset/catslu_test/data/video/audios/c58f4885230382256e2a5f398529e791_59cf10433327930991000013.wav,狄仁杰,狄仁杰,video
/home/v2129375/dataset/catslu_test/data/video/audios/60f6a428060dc1e7a405c744d695ca02_59bf0d5a3327930c400000d4.wav,世上只有妈妈好,世上只有妈妈好,video
/home/v2129375/dataset/catslu_test/data/video/audios/9a949ecb82aa757461d7541160554a0f_59b207b033279308e400002f.wav,妖怪名单第二季,妖怪名单,video
/home/v2129375/dataset/catslu_test/data/video/audios/0a8ac3fcca388c656f692595b8b29b1b_59bfade63327930c4d000032.wav,小乐播放贝瓦儿歌小苹果,贝瓦儿歌小苹果,video
/home/v2129375/dataset/catslu_test/data/video/audios/293c568d6f4ff7f01510500ee1dfc1a7_59ccc3f93327930c46000019.wav,我要看动画片猫和老鼠第三集,猫和老鼠,video
/home/v2129375/dataset/catslu_test/data/video/audios/29c7b5468e9d3228aea28a5f8e99788a_54a490863327930913000013.wav,我要看人民的名义第二集,人民的名义,video
/home/v2129375/dataset/catslu_test/data/video/audios/fb6b47fd2fba931a995aa6887cbe50ea_59b6355b3327930296000018.wav,播放艾利之书,艾利之书,video
